trainee_id,district,state,gender,category,dob_year,consent_flag,course,course_sector,provider,training_start_date,training_end_date,completion_status,assessment_score,certification_id,placement_type,job_title,job_sector,employer,placement_start_date,verification_status,non_placement_reason,employment_status,attrition_reason,initial_wage,wage_3_month,wage_6_month,wage_12_month
95,Jaipur,Rajasthan,Female,ST,2007,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,93.1,CERT-95,apprenticeship,IT/ITES Helper (low-relevance role),IT/ITES,Kapoor and Sons,2025-02-17,disputed,,active,,17200.0,17900.0,19100.0,18800.0
96,Gurugram,Haryana,Male,SC,1996,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,74.8,CERT-96,wage_employment,IT/ITES Associate,IT/ITES,"Chaudry, Chahal and Sami",2025-04-04,unverified,,active,,14400.0,14200.0,14600.0,15300.0
97,Jaipur,Rajasthan,Female,General,2005,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,89.5,CERT-97,self_employment,IT/ITES Associate,IT/ITES,,2025-01-30,unverified,,ended,Job did not match trained skillset,13100.0,13300.0,13500.0,
98,Gurugram,Haryana,Male,General,2007,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,82.0,CERT-98,apprenticeship,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-02-06,confirmed,,active,,18800.0,19500.0,22200.0,
99,Faridabad,Haryana,Male,ST,2002,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,dropped_out,45.5,,,,,,,,,,,,,,
100,Ghaziabad,Uttar Pradesh,Male,ST,1992,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,62.6,CERT-100,not_placed,,,,,unverified,Health-related reasons,,,,,,
101,Jaipur,Rajasthan,Female,OBC,1991,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,81.7,CERT-101,wage_employment,IT/ITES Associate,IT/ITES,"Choudhury, Bakshi and Maharaj",2025-02-28,unverified,,active,,16500.0,17300.0,18400.0,19500.0
102,Gautam Buddh Nagar,Uttar Pradesh,Other,SC,2006,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,dropped_out,68.2,,,,,,,,,,,,,,
103,Gautam Buddh Nagar,Uttar Pradesh,Other,ST,2000,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,62.3,CERT-103,self_employment,IT/ITES Associate,IT/ITES,,2025-03-22,confirmed,,active,,16500.0,17200.0,18400.0,19100.0
104,Faridabad,Haryana,Male,General,2001,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,54.9,CERT-104,wage_employment,IT/ITES Associate,IT/ITES,Balan Inc,2025-02-06,confirmed,,active,,15500.0,14900.0,15200.0,16200.0
105,Gurugram,Haryana,Female,SC,2005,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,58.1,CERT-105,wage_employment,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-03-23,confirmed,,active,,18200.0,19500.0,19800.0,20400.0
106,Faridabad,Haryana,Male,ST,1997,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,86.7,CERT-106,apprenticeship,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-04-03,confirmed,,active,,17800.0,19300.0,19500.0,
107,Faridabad,Haryana,Female,ST,2002,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,70.4,CERT-107,wage_employment,IT/ITES Helper (low-relevance role),IT/ITES,"Bala, Issac and Saini",2025-03-18,confirmed,,ended,Health-related reasons,13500.0,13800.0,,
108,Faridabad,Haryana,Male,General,2000,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,dropped_out,58.7,,,,,,,,,,,,,,
109,Jaipur,Rajasthan,Other,OBC,2006,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,65.7,CERT-109,wage_employment,IT/ITES Associate,IT/ITES,Kaul PLC,2025-02-12,confirmed,,active,,15700.0,16600.0,17200.0,
110,Gurugram,Haryana,Other,OBC,1993,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,84.2,CERT-110,wage_employment,IT/ITES Associate,IT/ITES,"Chaudry, Chahal and Sami",2025-03-19,disputed,,active,,17400.0,18300.0,19300.0,19800.0
111,Gautam Buddh Nagar,Uttar Pradesh,Other,ST,1998,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,78.9,CERT-111,wage_employment,IT/ITES Associate,IT/ITES,Kaul PLC,2025-02-07,confirmed,,active,,14800.0,15700.0,16600.0,17200.0
112,Ghaziabad,Uttar Pradesh,Female,ST,2007,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,54.9,CERT-112,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
113,Gurugram,Haryana,Male,OBC,1990,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,65.3,CERT-113,self_employment,IT/ITES Associate,IT/ITES,,2025-03-17,unverified,,active,,13200.0,13800.0,15000.0,16400.0
114,Gurugram,Haryana,Female,ST,2007,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,97.5,CERT-114,self_employment,IT/ITES Associate,IT/ITES,,2025-02-24,confirmed,,active,,13700.0,14400.0,14600.0,15600.0
115,Jaipur,Rajasthan,Female,SC,2007,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,60.5,CERT-115,apprenticeship,IT/ITES Helper (low-relevance role),IT/ITES,Kaul PLC,2025-02-05,confirmed,,active,,18200.0,18700.0,18500.0,
116,Gurugram,Haryana,Male,ST,2003,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,dropped_out,87.1,,,,,,,,,,,,,,
117,Gautam Buddh Nagar,Uttar Pradesh,Other,SC,2002,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,91.5,CERT-117,wage_employment,IT/ITES Associate,IT/ITES,Kaul PLC,2025-01-24,confirmed,,active,,15600.0,15800.0,16200.0,16900.0
118,Faridabad,Haryana,Female,OBC,1990,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,45.0,CERT-118,not_placed,,,,,unverified,Wage offered too low,,,,,,
119,Ghaziabad,Uttar Pradesh,Female,SC,1999,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,64.1,CERT-119,self_employment,IT/ITES Associate,IT/ITES,,2025-02-14,unverified,,active,,15900.0,17000.0,18500.0,
120,Gautam Buddh Nagar,Uttar Pradesh,Male,General,1997,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,50.4,CERT-120,self_employment,IT/ITES Associate,IT/ITES,,2025-02-10,confirmed,,active,,16700.0,17700.0,19400.0,21000.0
121,Faridabad,Haryana,Female,OBC,2000,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,49.5,CERT-121,wage_employment,IT/ITES Associate,IT/ITES,Kaul PLC,2025-03-01,unverified,,active,,14800.0,15400.0,16300.0,
122,Gurugram,Haryana,Female,ST,2000,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,75.1,CERT-122,self_employment,IT/ITES Associate,IT/ITES,,2025-03-25,confirmed,,active,,15400.0,16100.0,16700.0,
123,Gautam Buddh Nagar,Uttar Pradesh,Female,OBC,2006,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,65.7,CERT-123,self_employment,IT/ITES Associate,IT/ITES,,2025-02-01,confirmed,,ended,Family circumstances changed,18500.0,,,
124,Ghaziabad,Uttar Pradesh,Female,OBC,1993,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,53.7,CERT-124,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
125,Gurugram,Haryana,Male,OBC,1995,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,91.3,CERT-125,wage_employment,IT/ITES Associate,IT/ITES,"Choudhury, Bakshi and Maharaj",2025-03-07,confirmed,,active,,13300.0,13700.0,14300.0,
126,Gautam Buddh Nagar,Uttar Pradesh,Female,ST,1997,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,93.8,CERT-126,apprenticeship,IT/ITES Associate,IT/ITES,"Choudhury, Bakshi and Maharaj",2025-04-04,unverified,,active,,15500.0,16600.0,17600.0,19000.0
127,Gurugram,Haryana,Female,ST,2000,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,dropped_out,55.6,,,,,,,,,,,,,,
128,Jaipur,Rajasthan,Other,OBC,1999,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,76.4,CERT-128,self_employment,IT/ITES Associate,IT/ITES,,2025-02-18,unverified,,active,,16200.0,17500.0,18500.0,18200.0
129,Ghaziabad,Uttar Pradesh,Female,General,1998,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,92.6,CERT-129,self_employment,IT/ITES Associate,IT/ITES,,2025-03-12,confirmed,,active,,15400.0,16200.0,16900.0,17500.0
130,Ghaziabad,Uttar Pradesh,Female,General,1993,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,69.7,CERT-130,wage_employment,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-03-22,confirmed,,active,,17200.0,18300.0,19000.0,20600.0
131,Jaipur,Rajasthan,Female,General,2007,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,87.6,CERT-131,wage_employment,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-02-09,confirmed,,active,,16900.0,18400.0,18700.0,19300.0
132,Gurugram,Haryana,Female,SC,1996,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,91.8,CERT-132,wage_employment,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-03-02,confirmed,,active,,15500.0,16300.0,18700.0,
133,Faridabad,Haryana,Other,SC,2001,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,54.5,CERT-133,wage_employment,IT/ITES Associate,IT/ITES,"Chaudry, Chahal and Sami",2025-01-31,confirmed,,active,,14600.0,14900.0,16100.0,16200.0
134,Jaipur,Rajasthan,Other,SC,2000,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,46.5,CERT-134,apprenticeship,IT/ITES Associate,IT/ITES,Kaul PLC,2025-02-11,disputed,,active,,13500.0,14000.0,15100.0,
135,Gurugram,Haryana,Female,OBC,1991,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,93.6,CERT-135,self_employment,IT/ITES Associate,IT/ITES,,2025-03-11,disputed,,active,,18900.0,19600.0,20200.0,20800.0
136,Gurugram,Haryana,Female,General,1994,1,Data Entry & Basic IT,IT/ITES,Ghaziabad Skill Centre 2,2024-10-27,2025-01-19,completed,95.3,CERT-136,apprenticeship,IT/ITES Helper (low-relevance role),IT/ITES,Kaul PLC,2025-01-28,confirmed,,active,,13600.0,14500.0,15300.0,15900.0
137,Gautam Buddh Nagar,Uttar Pradesh,Male,General,2001,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,47.6,CERT-137,wage_employment,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-05-26,confirmed,,active,,17700.0,18700.0,,
138,Gurugram,Haryana,Female,SC,1993,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,64.9,CERT-138,wage_employment,IT/ITES Associate,IT/ITES,"Choudhury, Bakshi and Maharaj",2025-05-17,unverified,,active,,15600.0,16000.0,17200.0,
139,Gautam Buddh Nagar,Uttar Pradesh,Male,ST,1991,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,64.1,CERT-139,wage_employment,IT/ITES Associate,IT/ITES,"Bala, Issac and Saini",2025-06-04,confirmed,,active,,15800.0,16700.0,17300.0,18400.0
140,Jaipur,Rajasthan,Female,General,1991,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,63.2,CERT-140,apprenticeship,IT/ITES Helper (low-relevance role),IT/ITES,Kaul PLC,2025-05-03,unverified,,active,,14400.0,14700.0,14100.0,
141,Faridabad,Haryana,Female,OBC,1995,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,51.7,CERT-141,apprenticeship,IT/ITES Helper (low-relevance role),IT/ITES,Balan Inc,2025-04-29,disputed,,ended,Commute / relocation issues,18500.0,,,
142,Gurugram,Haryana,Male,General,2006,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,78.0,CERT-142,wage_employment,IT/ITES Associate,IT/ITES,Balan Inc,2025-04-23,unverified,,active,,14600.0,15900.0,16200.0,16600.0
143,Gautam Buddh Nagar,Uttar Pradesh,Male,SC,2005,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,dropped_out,88.3,,,,,,,,,,,,,,
144,Gurugram,Haryana,Male,ST,1999,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,81.3,CERT-144,not_placed,,,,,unverified,Wage offered too low,,,,,,
145,Gurugram,Haryana,Male,SC,2004,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,77.1,CERT-145,wage_employment,IT/ITES Associate,IT/ITES,Balan Inc,2025-06-05,unverified,,active,,13800.0,13700.0,14600.0,15100.0
146,Faridabad,Haryana,Male,General,2006,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,57.8,CERT-146,wage_employment,IT/ITES Associate,IT/ITES,Balan Inc,2025-06-13,unverified,,active,,13300.0,14100.0,14900.0,16200.0
147,Faridabad,Haryana,Other,OBC,1994,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,45.4,CERT-147,self_employment,IT/ITES Associate,IT/ITES,,2025-05-13,confirmed,,active,,14800.0,14800.0,15800.0,
148,Gurugram,Haryana,Other,General,1999,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,62.8,CERT-148,wage_employment,IT/ITES Helper (low-relevance role),IT/ITES,"Chaudry, Chahal and Sami",2025-05-07,unverified,,active,,14400.0,14700.0,,
149,Faridabad,Haryana,Male,ST,1999,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,84.0,CERT-149,apprenticeship,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-05-17,unverified,,active,,14800.0,15200.0,15900.0,17300.0
150,Ghaziabad,Uttar Pradesh,Male,SC,1999,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,76.0,CERT-150,wage_employment,IT/ITES Associate,IT/ITES,"Choudhury, Bakshi and Maharaj",2025-04-13,confirmed,,active,,15500.0,16600.0,17300.0,18500.0
151,Gurugram,Haryana,Female,ST,1991,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,85.3,CERT-151,self_employment,IT/ITES Associate,IT/ITES,,2025-06-05,unverified,,ended,Job did not match trained skillset,15600.0,,,
152,Gurugram,Haryana,Female,General,2006,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,78.2,CERT-152,self_employment,IT/ITES Associate,IT/ITES,,2025-05-18,unverified,,active,,15700.0,16700.0,18100.0,19000.0
153,Gautam Buddh Nagar,Uttar Pradesh,Female,OBC,1997,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,46.2,CERT-153,wage_employment,IT/ITES Helper (low-relevance role),IT/ITES,"Bala, Issac and Saini",2025-04-08,unverified,,active,,16900.0,18200.0,19500.0,
154,Gurugram,Haryana,Other,General,2003,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,59.3,CERT-154,wage_employment,IT/ITES Associate,IT/ITES,"Choudhury, Bakshi and Maharaj",2025-06-08,unverified,,active,,17700.0,18400.0,19900.0,21300.0
155,Jaipur,Rajasthan,Female,General,2005,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,49.0,CERT-155,apprenticeship,IT/ITES Associate,IT/ITES,"Bala, Issac and Saini",2025-05-03,confirmed,,active,,18200.0,18900.0,19300.0,
156,Ghaziabad,Uttar Pradesh,Male,ST,2000,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,59.2,CERT-156,wage_employment,IT/ITES Associate,IT/ITES,"Chaudry, Chahal and Sami",2025-04-27,confirmed,,active,,17200.0,18500.0,19400.0,
157,Gurugram,Haryana,Other,OBC,1990,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,70.9,CERT-157,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
158,Gautam Buddh Nagar,Uttar Pradesh,Other,SC,1998,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,dropped_out,91.0,,,,,,,,,,,,,,
159,Jaipur,Rajasthan,Other,SC,1997,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,81.5,CERT-159,wage_employment,IT/ITES Associate,IT/ITES,"Bala, Issac and Saini",2025-05-05,confirmed,,ended,Family circumstances changed,16400.0,,,
160,Faridabad,Haryana,Female,ST,1995,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,62.5,CERT-160,wage_employment,IT/ITES Associate,IT/ITES,Kaul PLC,2025-05-22,confirmed,,active,,15700.0,16600.0,17600.0,
161,Jaipur,Rajasthan,Other,OBC,1999,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,69.2,CERT-161,self_employment,IT/ITES Associate,IT/ITES,,2025-05-02,unverified,,active,,17300.0,17600.0,19300.0,
162,Gautam Buddh Nagar,Uttar Pradesh,Male,OBC,1995,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,84.4,CERT-162,wage_employment,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-04-28,confirmed,,active,,18000.0,19800.0,21400.0,
163,Faridabad,Haryana,Other,OBC,2005,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,54.2,CERT-163,not_placed,,,,,unverified,Wage offered too low,,,,,,
164,Jaipur,Rajasthan,Other,ST,2000,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,77.3,CERT-164,wage_employment,IT/ITES Associate,IT/ITES,Balan Inc,2025-05-17,disputed,,active,,16300.0,16900.0,17700.0,
165,Ghaziabad,Uttar Pradesh,Other,SC,2006,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,85.3,CERT-165,wage_employment,IT/ITES Associate,IT/ITES,"Bala, Issac and Saini",2025-05-27,unverified,,active,,13900.0,13700.0,14300.0,15800.0
166,Faridabad,Haryana,Other,OBC,1993,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,74.7,CERT-166,self_employment,IT/ITES Associate,IT/ITES,,2025-05-10,confirmed,,active,,14200.0,14800.0,15400.0,15700.0
167,Ghaziabad,Uttar Pradesh,Male,OBC,1999,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,48.9,CERT-167,not_placed,,,,,unverified,Pursuing further education,,,,,,
168,Gautam Buddh Nagar,Uttar Pradesh,Female,ST,2002,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,59.0,CERT-168,self_employment,IT/ITES Associate,IT/ITES,,2025-04-04,confirmed,,ended,Family circumstances changed,16800.0,18300.0,,
169,Ghaziabad,Uttar Pradesh,Female,OBC,2006,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,73.5,CERT-169,wage_employment,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-05-16,disputed,,ended,Moved to a better opportunity,15100.0,16100.0,,
170,Gautam Buddh Nagar,Uttar Pradesh,Male,SC,2002,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,dropped_out,72.4,,,,,,,,,,,,,,
171,Gurugram,Haryana,Other,ST,2006,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,60.7,CERT-171,wage_employment,IT/ITES Associate,IT/ITES,"Choudhury, Bakshi and Maharaj",2025-04-16,unverified,,active,,15500.0,17400.0,19200.0,
172,Faridabad,Haryana,Female,General,2000,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,dropped_out,54.4,,,,,,,,,,,,,,
173,Gurugram,Haryana,Female,OBC,2007,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,66.6,CERT-173,wage_employment,IT/ITES Associate,IT/ITES,"Chaudry, Chahal and Sami",2025-04-06,confirmed,,ended,Workplace conditions / employer issues,16500.0,,,
174,Gurugram,Haryana,Male,ST,1992,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,88.6,CERT-174,wage_employment,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-04-21,unverified,,active,,18800.0,18700.0,20300.0,
175,Jaipur,Rajasthan,Male,OBC,1992,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,92.9,CERT-175,wage_employment,IT/ITES Associate,IT/ITES,"Bala, Issac and Saini",2025-06-08,confirmed,,ended,Family circumstances changed,17000.0,,,
176,Jaipur,Rajasthan,Male,General,1992,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,55.5,CERT-176,apprenticeship,IT/ITES Associate,IT/ITES,"Chaudry, Chahal and Sami",2025-04-20,confirmed,,active,,16700.0,17200.0,18000.0,18900.0
177,Gurugram,Haryana,Other,SC,1994,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,69.5,CERT-177,wage_employment,IT/ITES Associate,IT/ITES,Kaul PLC,2025-04-17,unverified,,active,,16800.0,18300.0,18500.0,
178,Gurugram,Haryana,Other,ST,2007,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,52.9,CERT-178,self_employment,IT/ITES Associate,IT/ITES,,2025-05-11,confirmed,,active,,13100.0,14300.0,14900.0,
179,Ghaziabad,Uttar Pradesh,Male,General,2005,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,70.8,CERT-179,wage_employment,IT/ITES Helper (low-relevance role),IT/ITES,"Choudhury, Bakshi and Maharaj",2025-04-30,confirmed,,active,,14900.0,15400.0,15700.0,16200.0
180,Jaipur,Rajasthan,Male,OBC,1998,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,63.7,CERT-180,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
181,Faridabad,Haryana,Other,OBC,1990,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,57.2,CERT-181,wage_employment,IT/ITES Associate,IT/ITES,Kapoor and Sons,2025-04-27,unverified,,active,,15900.0,17300.0,,
182,Jaipur,Rajasthan,Female,General,1995,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,52.8,CERT-182,apprenticeship,IT/ITES Helper (low-relevance role),IT/ITES,Kaul PLC,2025-05-25,confirmed,,active,,16600.0,17000.0,17000.0,17300.0
183,Faridabad,Haryana,Female,ST,1992,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,50.8,CERT-183,self_employment,IT/ITES Associate,IT/ITES,,2025-06-07,unverified,,active,,16200.0,16100.0,18000.0,18800.0
184,Jaipur,Rajasthan,Female,ST,2003,1,Customer Support & CRM,IT/ITES,Jaipur Skill Centre 10,2025-01-05,2025-03-30,completed,65.2,CERT-184,self_employment,IT/ITES Associate,IT/ITES,,2025-04-16,unverified,,ended,Job did not match trained skillset,13000.0,,,
